ProductID,StockOnHand,ReorderLevel,Warehouse
PROD03480,2930,224,WH-A
PROD03481,789,404,WH-B
PROD03482,2483,420,WH-B
PROD03483,3172,148,WH-B
PROD03484,2580,177,WH-C
PROD03485,4369,65,WH-C
PROD03486,4364,293,WH-B
PROD03487,786,283,WH-A
PROD03488,2413,294, wh-a 
PROD03489,3723,410,WH-A
PROD03490,4122,431,WH-B
PROD03491,1091,236, wh-a 
PROD03492,1711,347,WH-A
PROD03493,1167,247,WH-C
PROD03494,3835,370,WH-B
PROD03495,2290,260, wh-a 
PROD03496,4072,397,WH-A
PROD03497,2537,422,WH-B
PROD03498,1551,255, wh-a 
PROD03499,2136,247,WH-B
PROD03500,1580,463,WH-A
PROD03501,4445,408,WH-B
PROD03502,1581,136,WH-C
PROD03503,2945,385,WH-B
PROD03504,2029,127, wh-a 
PROD03505,816,352, wh-a 
PROD03506,4276,168, wh-a 
PROD03507,2792,495,WH-A
PROD03508,3049,404,WH-C
PROD03509,1223,102, wh-a 
PROD03510,3003,80,WH-C
PROD03511,275,200,WH-A
PROD03512,2772,464,WH-B
PROD03513,1339,257,WH-A
PROD03514,569,441,WH-B
PROD03515,751,218,WH-B
PROD03516,4725,67,WH-A
PROD03517,2303,417,WH-A
PROD03518,2435,319,WH-B
PROD03519,4005,29, wh-a 
PROD03520,758,457,WH-A
PROD03521,2854,221,WH-B
PROD03522,339,62, wh-a 
PROD03523,1638,362,WH-C
PROD03524,2242,116, wh-a 
PROD03525,1910,15,WH-A
PROD03526,767,423,WH-C
PROD03527,3068,88,WH-A
PROD03528,2984,293, wh-a 
PROD03529,2253,60,WH-C
PROD03530,2077,497,WH-C
PROD03531,4147,462,WH-B
PROD03532,4254,41,WH-C
PROD03533,3208,146,WH-B
PROD03534,1600,407,WH-B
PROD03535,521,372,WH-A
PROD03536,1291,283,WH-A
PROD03537,1043,102, wh-a 
PROD03538,3025,322,WH-A
PROD03539,4503,467, wh-a 
PROD03540,3316,235,WH-C
PROD03541,901,315, wh-a 
PROD03542,3928,466,WH-A
PROD03543,4204,248,WH-B
PROD03544,2301,48,WH-B
PROD03545,696,316,WH-B
PROD03546,1387,148, wh-a 
PROD03547,2532,391, wh-a 
PROD03548,3680,406,WH-B
PROD03549,3593,26, wh-a 
PROD03550,3031,96,WH-B
PROD03551,1345,142, wh-a 
PROD03552,3865,454,WH-A
PROD03553,1897,209,WH-B
PROD03554,686,200, wh-a 
PROD03555,2165,466,WH-A
PROD03556,446,482,WH-A
PROD03557,3788,249, wh-a 
PROD03558,417,309,WH-C
PROD03559,4035,226, wh-a 
PROD03560,2766,136,WH-A
PROD03561,2923,145,WH-B
PROD03562,162,285,WH-B
PROD03563,1557,115, wh-a 
PROD03564,4467,30,WH-B
PROD03565,532,246,WH-A
PROD03566,872,437,WH-B
PROD03567,4062,47,WH-C
PROD03568,4562,68,WH-B
PROD03569,2698,331,WH-C
PROD03570,1111,358,WH-C
PROD03571,3796,431, wh-a 
PROD03572,3164,340,WH-A
PROD03573,2104,498,WH-A
PROD03574,1706,420,WH-B
PROD03575,1957,483,WH-A
PROD03576,71,220,WH-C
PROD03577,832,202,WH-B
PROD03578,4065,377,WH-B
PROD03579,2023,361, wh-a 
PROD03580,2614,198,WH-C
PROD03581,1638,465, wh-a 
PROD03582,296,356,WH-C
PROD03583,3303,75,WH-C
PROD03584,1079,308, wh-a 
PROD03585,2039,145,WH-B
PROD03586,4695,391,WH-A
PROD03587,3047,454, wh-a 
PROD03588,290,459, wh-a 
PROD03589,1626,495,WH-A
PROD03590,242,170, wh-a 
PROD03591,273,67,WH-B
PROD03592,3019,66,WH-A
PROD03593,4548,125,WH-A
PROD03594,682,58,WH-C
PROD03595,2476,54, wh-a 
PROD03596,4309,472,WH-C
PROD03597,1971,362,WH-B
PROD03598,1461,279,WH-B
PROD03599,-34,236,WH-B
PROD03600,3740,371,WH-A
PROD03601,4660,164,WH-C
PROD03602,3814,305,WH-A
PROD03603,2048,274,WH-B
PROD03604,1320,35,WH-A
PROD03605,3744,71,WH-A
PROD03606,4693,20, wh-a 
PROD03607,973,385, wh-a 
PROD03608,3767,119,WH-C
PROD03609,4902,469,WH-C
PROD03610,44,206,WH-C
PROD03611,514,241,WH-A
PROD03612,839,98,WH-C
PROD03613,1491,419, wh-a 
PROD03614,1215,38,WH-A
PROD03615,2630,11,WH-C
PROD03616,2399,425,WH-A
PROD03617,216,344, wh-a 
PROD03618,3369,147,WH-B
PROD03619,1574,140,WH-A
PROD03620,24,62, wh-a 
PROD03621,2420,193,WH-A
PROD03622,461,37,WH-B
PROD03623,1189,317, wh-a 
PROD03624,1930,58, wh-a 
PROD03625,1114,147, wh-a 
PROD03626,1805,394,WH-B
PROD03627,1711,492,WH-C
PROD03628,2555,92,WH-B
PROD03629,1579,24, wh-a 
PROD03630,1002,327,WH-C
PROD03631,3909,102,WH-A
PROD03632,525,410,WH-B
PROD03633,264,209, wh-a 
PROD03634,2781,461, wh-a 
PROD03635,423,77,WH-A
PROD03636,3326,451,WH-C
PROD03637,2437,167, wh-a 
PROD03638,3554,275,WH-B
PROD03639,3722,47,WH-B
PROD03640,1930,152, wh-a 
PROD03641,4438,214,WH-B
PROD03642,1049,245,WH-C
PROD03643,4760,488, wh-a 
PROD03644,3827,274,WH-A
PROD03645,3723,13, wh-a 
PROD03646,577,478, wh-a 
PROD03647,2975,441,WH-C
PROD03648,1231,476,WH-B
PROD03649,4709,340,WH-C
PROD03650,4678,113,WH-C
PROD03651,4916,69,WH-B
PROD03652,617,134,WH-A
PROD03653,4838,474, wh-a 
PROD03654,4527,88, wh-a 
PROD03655,1255,201,WH-B
PROD03656,253,278, wh-a 
PROD03657,458,93,WH-B
PROD03658,3465,393,WH-B
PROD03659,925,385, wh-a 
PROD03660,2040,97,WH-B
PROD03661,1993,457,WH-C
PROD03662,4982,334,WH-C
PROD03663,3010,230,WH-C
PROD03664,1320,237,WH-A
PROD03665,3807,248, wh-a 
PROD03666,167,80,WH-A
PROD03667,3448,368,WH-A
PROD03668,3303,483,WH-C
PROD03669,4534,426, wh-a 
PROD03670,890,480,WH-A
PROD03671,1488,70,WH-C
PROD03672,2262,67,WH-A
PROD03673,4258,443,WH-A
PROD03674,4120,177,WH-B
PROD03675,3370,173,WH-B
PROD03676,4773,472,WH-A
PROD03677,4913,422, wh-a 
PROD03678,2413,388,WH-B
PROD03679,1083,200,WH-B
PROD03680,2182,111,WH-B
PROD03681,660,450, wh-a 
PROD03682,720,183,WH-A
PROD03683,338,238, wh-a 
PROD03684,3016,49,WH-B
PROD03685,1694,158,WH-B
PROD03686,4225,124,WH-A
PROD03687,1492,188, wh-a 
PROD03688,4744,61,WH-A
PROD03689,1497,329,WH-C
PROD03690,-9,88, wh-a 
PROD03691,3450,315,WH-C
PROD03692,1812,393, wh-a 
PROD03693,4596,82,WH-C
PROD03694,304,362,WH-C
PROD03695,1623,18,WH-A
PROD03696,2053,211,WH-B
PROD03697,1009,97,WH-A
PROD03698,1192,177, wh-a 
PROD03699,1152,265,WH-C
PROD03700,1019,112,WH-B
PROD03701,4963,412,WH-A
PROD03702,2518,311, wh-a 
PROD03703,4049,50,WH-B
PROD03704,100,85,WH-B
PROD03705,1995,87,WH-C
PROD03706,1353,317,WH-A
PROD03707,2910,122,WH-B
PROD03708,3088,83,WH-A
PROD03709,1515,15,WH-A
PROD03710,4027,427, wh-a 
PROD03711,1023,109, wh-a 
PROD03712,3743,312, wh-a 
PROD03713,654,45, wh-a 
PROD03714,1788,138,WH-B
PROD03715,2959,96,WH-C
PROD03716,1556,257, wh-a 
PROD03717,3781,88,WH-C
PROD03718,717,127,WH-C
PROD03719,3169,195,WH-B
PROD03720,3923,94,WH-B
PROD03721,297,439,WH-A
PROD03722,1655,189, wh-a 
PROD03723,4360,84,WH-C
PROD03724,2337,26,WH-C
PROD03725,1649,479,WH-C
PROD03726,1616,396,WH-C
PROD03727,3426,434, wh-a 
PROD03728,4032,374,WH-C
PROD03729,2225,468, wh-a 
PROD03730,2091,107, wh-a 
PROD03731,2378,90,WH-C
PROD03732,1214,110,WH-C
PROD03733,4376,215, wh-a 
PROD03734,2721,52, wh-a 
PROD03735,2088,392,WH-A
PROD03736,813,330,WH-A
PROD03737,3334,289,WH-C
PROD03738,1310,354, wh-a 
PROD03739,3726,39,WH-C
PROD03740,4076,88,WH-C
PROD03741,28,376,WH-A
PROD03742,18,82,WH-A
PROD03743,1188,462,WH-C
PROD03744,2773,383, wh-a 
PROD03745,4606,491,WH-B
PROD03746,2160,383,WH-A
PROD03747,3088,248,WH-A
PROD03748,125,148,WH-A
PROD03749,447,35,WH-A
PROD03750,2825,120,WH-C
PROD03751,331,136, wh-a 
PROD03752,1055,116, wh-a 
PROD03753,1920,328,WH-A
PROD03754,1057,209, wh-a 
PROD03755,2877,127,WH-A
PROD03756,3217,203,WH-C
PROD03757,1920,146,WH-C
PROD03758,4850,439,WH-B
PROD03759,338,470,WH-B
PROD03760,1025,492, wh-a 
PROD03761,1398,427,WH-B
PROD03762,1710,451,WH-A
PROD03763,834,79,WH-A
PROD03764,1967,284,WH-A
PROD03765,4749,134,WH-B
PROD03766,3604,181,WH-A
PROD03767,4220,251,WH-C
PROD03768,742,192,WH-C
PROD03769,2001,413,WH-A
PROD03770,1289,368,WH-A
PROD03771,1548,407, wh-a 
PROD03772,616,237,WH-B
PROD03773,1568,162,WH-B
PROD03774,412,426,WH-C
PROD03775,2036,215,WH-B
PROD03776,80,378,WH-A
PROD03777,508,490,WH-B
PROD03778,1016,410, wh-a 
PROD03779,2072,114, wh-a 
PROD03780,4086,417,WH-C
PROD03781,4882,232,WH-B
PROD03782,2217,225,WH-A
PROD03783,1401,120,WH-C
PROD03784,1951,201,WH-A
PROD03785,2444,120,WH-C
PROD03786,3475,160,WH-A
PROD03787,3262,110,WH-C
PROD03788,3668,332,WH-C
PROD03789,2081,455,WH-C
PROD03790,2527,302,WH-B
PROD03791,4422,389,WH-C
PROD03792,3057,161,WH-A
PROD03793,3081,148,WH-A
PROD03794,174,375, wh-a 
PROD03795,335,62,WH-C
PROD03796,60,335,WH-A
PROD03797,2454,156,WH-C
PROD03798,3652,171, wh-a 
PROD03799,1243,223,WH-C
PROD03800,1504,133,WH-B
PROD03801,967,330,WH-C
PROD03802,1490,50,WH-C
PROD03803,4035,408,WH-B
PROD03804,2237,359,WH-B
PROD03805,916,365,WH-A
PROD03806,2858,378,WH-B
PROD03807,3146,408,WH-A
PROD03808,-15,171,WH-C
PROD03809,2324,384, wh-a 
PROD03810,1353,178,WH-C
PROD03811,3027,33,WH-B
PROD03812,-11,22,WH-A
PROD03813,1893,194, wh-a 
PROD03814,1459,273,WH-A
PROD03815,2113,157, wh-a 
PROD03816,3912,156,WH-B
PROD03817,1450,393,WH-C
PROD03818,1208,412,WH-C
PROD03819,258,223,WH-C
PROD03820,3052,142, wh-a 
PROD03821,2609,328,WH-A
PROD03822,1616,32, wh-a 
PROD03823,3076,217,WH-C
PROD03824,3852,172, wh-a 
PROD03825,1658,283,WH-C
PROD03826,2142,15,WH-A
PROD03827,281,339,WH-C
PROD03828,2880,409, wh-a 
PROD03829,4458,496,WH-C
PROD03830,1711,114, wh-a 
PROD03831,1305,184,WH-C
PROD03832,1311,226, wh-a 
PROD03833,1060,200,WH-A
PROD03834,1158,355,WH-C
PROD03835,113,329,WH-A
PROD03836,1701,200, wh-a 
PROD03837,3,98,WH-B
PROD03838,1602,487,WH-A
PROD03839,1322,15,WH-C
PROD03840,4079,464,WH-C
PROD03841,3231,409,WH-C
PROD03842,2316,343,WH-A
PROD03843,4337,385,WH-A
PROD03844,381,89,WH-A
PROD03845,2237,287,WH-A
PROD03846,3862,128,WH-A
PROD03847,2642,32,WH-A
PROD03848,780,14, wh-a 
PROD03849,-9,422, wh-a 
PROD03850,609,99,WH-C
PROD03851,4721,493,WH-C
PROD03852,1271,196, wh-a 
PROD03853,1539,430,WH-B
PROD03854,4635,377,WH-C
PROD03855,2439,398,WH-C
PROD03856,1818,173,WH-B
PROD03857,3377,89,WH-B
PROD03858,3495,312,WH-A
PROD03859,983,183,WH-C
PROD03860,3235,340,WH-C
PROD03861,3281,159,WH-B
PROD03862,595,274,WH-B
PROD03863,591,252,WH-B
PROD03864,2912,454,WH-B
PROD03865,2192,276, wh-a 
PROD03866,3724,185,WH-B
PROD03867,2036,355,WH-B
PROD03868,4517,243,WH-B
PROD03869,3202,73,WH-B
PROD03870,3688,162,WH-B
PROD03871,3092,44,WH-A
PROD03872,4276,491, wh-a 
PROD03873,767,424,WH-C
PROD03874,375,31, wh-a 
PROD03875,4472,315,WH-C
PROD03876,-16,55, wh-a 
PROD03877,4033,490,WH-A
PROD03878,4900,453,WH-B
PROD03879,1945,219,WH-C
PROD03880,1289,177,WH-B
PROD03881,3563,96,WH-C
PROD03882,2240,69,WH-C
PROD03883,3550,314,WH-C
PROD03884,4301,72,WH-B
PROD03885,3138,442,WH-B
PROD03886,42,486, wh-a 
PROD03887,2174,472, wh-a 
PROD03888,3119,60,WH-B
PROD03889,4769,99,WH-B
PROD03890,2004,331,WH-A
PROD03891,3403,454,WH-C
PROD03892,4208,466,WH-B
PROD03893,4395,53, wh-a 
PROD03894,172,245, wh-a 
PROD03895,2591,107,WH-A
PROD03896,2435,26,WH-B
PROD03897,4228,415,WH-B
PROD03898,2860,142,WH-A
PROD03899,1059,76,WH-B
PROD03900,742,442, wh-a 
PROD03901,2053,399,WH-B
PROD03902,1699,251, wh-a 
PROD03903,1778,136,WH-B
PROD03904,2346,53,WH-B
PROD03905,2310,350, wh-a 
PROD03906,301,229, wh-a 
PROD03907,4962,348, wh-a 
PROD03908,1150,122,WH-C
PROD03909,1325,301,WH-C
PROD03910,4544,190,WH-B
PROD03911,1372,378, wh-a 
PROD03912,2463,305, wh-a 
PROD03913,3197,291,WH-C
PROD03914,2421,411, wh-a 
PROD03915,2043,101,WH-C
PROD03916,3432,442, wh-a 
PROD03917,3043,273,WH-C
PROD03918,4149,276,WH-A
PROD03919,1795,248,WH-C
PROD03920,4376,293,WH-C
PROD03921,1256,16, wh-a 
PROD03922,668,451, wh-a 
PROD03923,3399,243,WH-A
PROD03924,1344,197, wh-a 
PROD03925,4372,84,WH-A
PROD03926,4369,92,WH-B
PROD03927,767,197, wh-a 
PROD03928,4130,188,WH-B
PROD03929,3256,408,WH-C
PROD03930,3877,475,WH-B
PROD03931,3425,87,WH-B
PROD03932,3283,294,WH-C
PROD03933,2850,306,WH-A
PROD03934,2765,300,WH-B
PROD03935,3190,165,WH-A
PROD03936,3466,425, wh-a 
PROD03937,3282,66,WH-A
PROD03938,622,105,WH-A
PROD03939,748,250,WH-B
PROD03940,959,209,WH-C
PROD03941,4667,149,WH-B
PROD03942,2851,223,WH-C
PROD03943,4468,334,WH-C
PROD03944,4100,349, wh-a 
PROD03945,3803,110, wh-a 
PROD03946,2104,59,WH-A
PROD03947,563,415,WH-C
PROD03948,3977,147,WH-B
PROD03949,1164,470,WH-C
PROD03950,1075,130,WH-C
PROD03951,2879,382,WH-B
PROD03952,706,63, wh-a 
PROD03953,3314,25,WH-C
PROD03954,3826,390,WH-A
PROD03955,841,137, wh-a 
PROD03956,3020,206,WH-C
PROD03957,2268,317,WH-A
PROD03958,4641,400,WH-B
PROD03959,167,214, wh-a 
PROD03960,3690,306,WH-C
PROD03961,357,313,WH-B
PROD03962,1230,434,WH-B
PROD03963,109,171,WH-A
PROD03964,4748,14, wh-a 
PROD03965,353,234, wh-a 
PROD03966,3759,226,WH-B
PROD03967,2455,403,WH-A
PROD03968,2802,159,WH-A
PROD03969,667,293,WH-B
PROD03970,2729,292, wh-a 
PROD03971,3025,393,WH-B
PROD03972,1402,177, wh-a 
PROD03973,499,282,WH-A
PROD03974,4324,157,WH-B
PROD03975,2378,120,WH-C
PROD03976,2487,40,WH-B
PROD03977,2450,381,WH-C
PROD03978,854,211,WH-B
PROD03979,2115,367,WH-C
PROD03980,615,71, wh-a 
PROD03981,1413,170,WH-B
PROD03982,3033,32,WH-C
PROD03983,429,329, wh-a 
PROD03984,2137,158,WH-A
PROD03985,90,20,WH-C
PROD03986,2588,200,WH-A
PROD03987,3319,228,WH-A
PROD03988,2612,446,WH-B
PROD03989,130,377, wh-a 
PROD03990,4289,63,WH-B
PROD03991,1663,98,WH-B
PROD03992,4528,493,WH-B
PROD03993,1706,128,WH-A
PROD03994,3367,42, wh-a 
PROD03995,859,249, wh-a 
PROD03996,1890,331,WH-B
PROD03997,2368,410,WH-B
PROD03998,3071,255, wh-a 
PROD03999,2428,144,WH-A
PROD04000,11,260,WH-B
PROD04001,1324,321,WH-C
PROD04002,2534,315,WH-C
PROD04003,3753,357,WH-B
PROD04004,2590,130,WH-A
PROD04005,2894,293,WH-C
PROD04006,4576,127, wh-a 
PROD04007,169,216,WH-A
PROD04008,4417,95,WH-C
PROD04009,2705,43,WH-A
PROD04010,3740,312,WH-C
PROD04011,4547,81,WH-B
PROD04012,4485,123,WH-B
PROD04013,4438,121,WH-A
PROD04014,3968,104,WH-B
PROD04015,561,44,WH-C
PROD04016,2298,394, wh-a 
PROD04017,3566,118,WH-C
PROD04018,3810,357,WH-B
PROD04019,8,240, wh-a 
PROD04020,3882,170, wh-a 
PROD04021,967,232,WH-C
PROD04022,3975,349, wh-a 
PROD04023,1514,419,WH-A
PROD04024,3663,466,WH-C
PROD04025,3838,325,WH-B
PROD04026,3475,209,WH-A
PROD04027,2083,447,WH-C
PROD04028,1076,406,WH-C
PROD04029,3183,352,WH-B
PROD04030,667,425,WH-A
PROD04031,4077,224,WH-C
PROD04032,2024,386,WH-A
PROD04033,3284,328, wh-a 
PROD04034,1353,277,WH-A
PROD04035,619,274,WH-B
PROD04036,4460,44,WH-C
PROD04037,2656,398,WH-A
PROD04038,2234,429,WH-B
PROD04039,464,111,WH-B
PROD04040,980,351,WH-A
PROD04041,2166,480,WH-C
PROD04042,22,267, wh-a 
PROD04043,2717,289,WH-A
PROD04044,3145,234,WH-A
PROD04045,2233,394, wh-a 
PROD04046,1623,252,WH-A
PROD04047,2537,134,WH-A
PROD04048,4801,488,WH-C
PROD04049,140,49,WH-C
PROD04050,2463,282,WH-B
PROD04051,4561,27,WH-A
PROD04052,4997,338,WH-C
PROD04053,1705,432,WH-A
PROD04054,263,201,WH-C
PROD04055,2518,203,WH-B
PROD04056,4186,303,WH-B
PROD04057,48,224,WH-C
PROD04058,309,485,WH-A
PROD04059,2175,355,WH-C
PROD04060,448,272, wh-a 
PROD04061,2133,461, wh-a 
PROD04062,4766,233,WH-A
PROD04063,4116,100,WH-C
PROD04064,4507,71,WH-C
PROD04065,1518,66,WH-A
PROD04066,1691,134,WH-A
PROD04067,1660,115, wh-a 
PROD04068,998,432, wh-a 
PROD04069,4166,491, wh-a 
PROD04070,4688,442,WH-C
PROD04071,356,416,WH-C
PROD04072,4256,74, wh-a 
PROD04073,377,333, wh-a 
PROD04074,590,148, wh-a 
PROD04075,2331,230,WH-A
PROD04076,21,153, wh-a 
PROD04077,1380,342,WH-A
PROD04078,364,248,WH-C
PROD04079,3206,306,WH-A
PROD04080,400,379,WH-A
PROD04081,550,409,WH-C
PROD04082,1118,291,WH-C
PROD04083,933,397,WH-A
PROD04084,149,140,WH-A
PROD04085,4742,250,WH-A
PROD04086,1200,86,WH-A
PROD04087,465,22,WH-B
PROD04088,4114,351, wh-a 
PROD04089,2166,54,WH-C
PROD04090,2483,392, wh-a 
PROD04091,2476,117,WH-A
PROD04092,1074,133,WH-C
PROD04093,33,441,WH-A
PROD04094,4524,166,WH-A
PROD04095,183,244,WH-C
PROD04096,1851,480, wh-a 
PROD04097,1311,148,WH-C
PROD04098,4174,79,WH-B
PROD04099,4695,471,WH-A
PROD04100,528,10,WH-A
PROD04101,878,156,WH-C
PROD04102,652,85,WH-A
PROD04103,3291,219,WH-C
PROD04104,2842,401, wh-a 
PROD04105,2627,62, wh-a 
PROD04106,4819,459,WH-B
PROD04107,1663,404,WH-B
PROD04108,4523,192,WH-A
PROD04109,2935,311, wh-a 
PROD04110,1734,395,WH-B
PROD04111,2421,399,WH-A
PROD04112,2720,321,WH-B
PROD04113,1258,36,WH-C
PROD04114,1777,360,WH-B
PROD04115,949,426,WH-B
PROD04116,2354,376,WH-A
PROD04117,2941,80, wh-a 
PROD04118,2324,354, wh-a 
PROD04119,4162,79,WH-C
PROD04120,3586,45,WH-A
PROD04121,3747,257,WH-A
PROD04122,4580,263,WH-C
PROD04123,3086,366,WH-C
PROD04124,2900,34, wh-a 
PROD04125,4464,462,WH-C
PROD04126,398,258, wh-a 
PROD04127,523,373,WH-A
PROD04128,934,103,WH-B
PROD04129,277,440,WH-A
PROD04130,4881,59,WH-C
PROD04131,-1,87,WH-A
PROD04132,4660,338,WH-C
PROD04133,1298,404,WH-B
PROD04134,3713,23,WH-B
PROD04135,394,145,WH-B
PROD04136,852,98,WH-A
PROD04137,2132,335,WH-B
PROD04138,3424,262,WH-B
PROD04139,2126,166,WH-B
PROD04140,3376,381, wh-a 
PROD04141,3841,373,WH-B
PROD04142,4988,59, wh-a 
PROD04143,2213,417,WH-B
PROD04144,1060,125, wh-a 
PROD04145,3871,128,WH-B
PROD04146,470,110,WH-A
PROD04147,3360,145,WH-C
PROD04148,1878,162, wh-a 
PROD04149,2403,104,WH-A
PROD04150,253,375,WH-A
PROD04151,2046,48, wh-a 
PROD04152,4500,236,WH-A
PROD04153,1070,388, wh-a 
PROD04154,3308,229,WH-C
PROD04155,4140,219,WH-C
PROD04156,4381,163,WH-C
PROD04157,4272,492,WH-A
PROD04158,4246,353, wh-a 
PROD04159,998,138,WH-A
PROD04160,4925,159,WH-C
PROD04161,3546,357,WH-C
PROD04162,2966,121,WH-C
PROD04163,982,45,WH-C
PROD04164,4240,413,WH-A
PROD04165,2925,497,WH-C
PROD04166,2824,483,WH-A
PROD04167,3608,434,WH-A
PROD04168,3424,25, wh-a 
PROD04169,2317,106,WH-A
PROD04170,4534,467,WH-A
PROD04171,3658,482,WH-B
PROD04172,4955,171,WH-A
PROD04173,3605,276,WH-A
PROD04174,2980,103,WH-C
PROD04175,406,172,WH-C
PROD04176,1431,69,WH-A
PROD04177,813,94,WH-C
PROD04178,2586,425,WH-C
PROD04179,2732,284,WH-A
PROD04180,177,340, wh-a 
PROD04181,3104,61,WH-C
PROD04182,1348,362,WH-C
PROD04183,1530,132,WH-A
PROD04184,2858,278,WH-A
PROD04185,4828,163,WH-A
PROD04186,1473,287, wh-a 
PROD04187,4880,161,WH-B
PROD04188,754,391,WH-A
PROD04189,4362,130,WH-B
PROD04190,3475,153,WH-C
PROD04191,75,77,WH-C
PROD04192,4383,256,WH-B
PROD04193,862,179,WH-B
PROD04194,468,449,WH-A
PROD04195,0,218,WH-B
PROD04196,351,52,WH-B
PROD04197,1429,459, wh-a 
PROD04198,3569,335,WH-A
PROD04199,3315,486, wh-a 
PROD04200,2026,450,WH-B
PROD04201,836,348, wh-a 
PROD04202,3523,204,WH-A
PROD04203,3780,480,WH-C
PROD04204,1459,398,WH-B
PROD04205,1651,158,WH-A
PROD04206,3933,342,WH-C
PROD04207,255,11,WH-B
PROD04208,4357,449,WH-C
PROD04209,2167,340, wh-a 
PROD04210,692,359,WH-B
PROD04211,1624,187,WH-C
PROD04212,2322,288,WH-C
PROD04213,4272,102, wh-a 
PROD04214,363,251, wh-a 
PROD04215,3162,247,WH-C
PROD04216,1707,25, wh-a 
PROD04217,3858,70, wh-a 
PROD04218,4075,433,WH-C
PROD04219,3396,386,WH-C
PROD04220,1616,391, wh-a 
PROD04221,718,241,WH-A
PROD04222,3658,91, wh-a 
PROD04223,2925,294,WH-A
PROD04224,1134,313,WH-C
PROD04225,4016,472,WH-B
PROD04226,2316,418,WH-C
PROD04227,3460,399,WH-C
PROD04228,224,232,WH-B
PROD04229,2555,491,WH-A
PROD04230,704,252,WH-A
PROD04231,4558,63,WH-C
PROD04232,1009,482, wh-a 
PROD04233,460,34,WH-B
PROD04234,2155,175, wh-a 
PROD04235,2192,305, wh-a 
PROD04236,243,254,WH-A
PROD04237,3696,17,WH-A
PROD04238,4692,489,WH-C
PROD04239,492,310,WH-B
PROD04240,427,302,WH-C
PROD04241,3375,427,WH-B
PROD04242,2999,316,WH-C
PROD04243,2329,207,WH-B
PROD04244,1439,162, wh-a 
PROD04245,1878,49,WH-A
PROD04246,816,240,WH-B
PROD04247,2187,231,WH-B
PROD04248,2406,312,WH-C
PROD04249,1432,446,WH-A
PROD04250,1434,52,WH-A
PROD04251,4951,91,WH-A
PROD04252,1491,312,WH-B
PROD04253,1474,50,WH-C
PROD04254,-25,69,WH-C
PROD04255,303,432, wh-a 
PROD04256,269,316,WH-B
PROD04257,501,440,WH-A
PROD04258,1192,147,WH-A
PROD04259,4939,486,WH-C
PROD04260,1526,214,WH-B
PROD04261,4722,285, wh-a 
PROD04262,2319,165, wh-a 
PROD04263,2300,228,WH-A
PROD04264,800,53, wh-a 
PROD04265,4443,59,WH-A
PROD04266,396,458,WH-C
PROD04267,1396,245,WH-A
PROD04268,276,180,WH-A
PROD04269,1532,158, wh-a 
PROD04270,2704,473, wh-a 
PROD04271,2979,73,WH-A
PROD04272,4361,165,WH-B
PROD04273,573,176, wh-a 
PROD04274,422,77,WH-B
PROD04275,2757,327,WH-A
PROD04276,3273,342,WH-A
PROD04277,3339,96, wh-a 
PROD04278,2213,419, wh-a 
PROD04279,3028,118,WH-A
PROD04280,4145,24,WH-B
PROD04281,458,12,WH-A
PROD04282,3997,217, wh-a 
PROD04283,4197,172,WH-C
PROD04284,1602,232,WH-A
PROD04285,3356,114,WH-B
PROD04286,4232,455,WH-A
PROD04287,2278,450,WH-B
PROD04288,437,465, wh-a 
PROD04289,3211,360,WH-A
PROD04290,1041,439,WH-C
PROD04291,3692,357, wh-a 
PROD04292,671,399, wh-a 
PROD04293,1057,229,WH-A
PROD04294,3076,10,WH-A
PROD04295,3468,146,WH-C
PROD04296,2200,54,WH-B
PROD04297,2667,37,WH-C
PROD04298,1558,124,WH-C
PROD04299,365,315, wh-a 
PROD04300,4455,67,WH-A
PROD04301,2533,325,WH-C
PROD04302,1118,434,WH-C
PROD04303,594,197,WH-C
PROD04304,2380,18, wh-a 
PROD04305,2840,74, wh-a 
PROD04306,4617,344, wh-a 
PROD04307,892,228,WH-C
PROD04308,1387,37,WH-A
PROD04309,3753,370, wh-a 
PROD04310,1229,99, wh-a 
PROD04311,1458,303,WH-A
PROD04312,2226,415,WH-C
PROD04313,3733,260,WH-C
PROD04314,4325,385,WH-B
PROD04315,1019,429,WH-B
PROD04316,3341,219, wh-a 
PROD04317,800,348,WH-B
PROD04318,1926,435, wh-a 
PROD04319,4456,363,WH-B
PROD04320,169,108, wh-a 
PROD04321,2245,91,WH-B
PROD04322,1598,221, wh-a 
PROD04323,2350,470,WH-C
PROD04324,4698,118, wh-a 
PROD04325,2396,331,WH-C
PROD04326,3649,367, wh-a 
PROD04327,3671,32,WH-A
PROD04328,3410,152, wh-a 
PROD04329,1086,347,WH-A
PROD04330,3594,61,WH-B
PROD04331,1401,411,WH-B
PROD04332,3883,352,WH-B
PROD04333,281,349,WH-A
PROD04334,3750,74, wh-a 
PROD04335,3261,157,WH-A
PROD04336,2981,407, wh-a 
PROD04337,3806,461,WH-A
PROD04338,1516,176, wh-a 
PROD04339,1052,24,WH-A
PROD04340,2080,18,WH-C
PROD04341,3416,337,WH-A
PROD04342,3057,44,WH-A
PROD04343,128,338, wh-a 
PROD04344,2144,171, wh-a 
PROD04345,2983,42,WH-B
PROD04346,944,316,WH-C
PROD04347,4320,339,WH-A
PROD04348,2537,64,WH-B
PROD04349,4285,462,WH-A
PROD04350,2471,450, wh-a 
